 Procedimentos hospitalares do SUS - por local de internação - Santa Catarina
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Mar/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"421810 Timbé do Sul";6777,21;6321,58;5807,40;6507,29;8162,94;7939,78;7911,99;7302,44;8375,79;7920,59;6954,09;7058,27;7803,49;8146,82;5570,41;7643,42;7530,49;9206,04;8109,36;6756,34;6931,75;7509,21;9139,78;8215,66;5971,58;6628,71;6292,76;4469,20;5436,57;5283,20;7740,81;6714,35;5397,50;6618,86;6004,28;5607,95;6807,14;2373,10;8735,53;4824,04;2691,85;9152,70;5489,50;9816,09;9577,69;7831,02;15012,93;11086,12;13766,90;11826,09;13570,25;7986,52;19291,59;9463,54;14313,99;20689,78;18680,40;9158,71;20813,19;14046,75;4714,01;6559,73;10476,10;6140,41;9704,69;5388,20;5596,28;6329,71;11512,33;7852,36;12918,16;5637,86;8547,15;5653,66;5039,72;4225,73;3553,26;5769,48;6739,01;9563,62;6788,59;4085,00;5250,72;4428,22;3553,22;6293,45;4261,07;6492,97;8733,95;7810,32;4724,99;8201,86;5366,49;5967,96;10075,06;8910,34;9817,11;7847,43;10234,40;12870,61;15676,67;11158,95;3332,25;10050,56;13894,40;5513,92;22230,26;16946,23;13261,01;12125,58;14206,66;16568,15;18037,47;41415,95;33529,78;49887,36;54568,03;38158,11;39826,42;110522,79;46625,52;90954,75;72446,68;116904,03;117430,29;141824,66;167618,49;156793,39;97162,31;204430,91;129629,97;109323,53;39829,27;76787,55;37357,14;119664,21;86197,39;130619,25;99783,42;58559,23;114566,10;155901,32;81953,80;64444,88;152366,77;88173,12;71457,14;10633,34;12285,04;18882,92;11864,19;110222,69;112853,54;88423,10;75011,81;47142,57;35070,32;55703,03;15003,30;4765220,08
"421820 Timbó";45762,82;59913,08;58461,48;81027,75;46539,41;72122,97;100859,51;91997,00;91611,79;98209,23;85786,11;119259,46;88387,38;67288,98;78568,62;91287,41;88173,63;91953,95;103828,20;76239,30;105069,51;104833,69;100823,50;64109,48;92366,77;78336,56;73541,88;107685,68;93605,30;89132,26;81884,60;84661,83;78033,49;82318,69;91554,23;67787,38;44901,58;42375,23;53682,82;113246,88;116922,13;120141,77;128574,76;148940,95;131646,67;144303,89;171714,95;110809,53;150809,43;119544,33;131035,36;139575,11;146429,72;188050,36;201167,11;177697,27;175371,10;160138,98;150175,08;163326,45;212323,30;174633,86;201755,83;195818,34;200471,27;197106,93;209923,94;223468,83;185758,20;203778,64;195848,57;134229,23;208289,82;217507,50;197025,24;204435,90;204691,89;257867,94;263622,67;236563,32;328190,34;425206,93;415495,29;227670,34;203402,18;313504,29;326594,68;284934,25;315234,19;264675,38;321890,52;401909,79;434176,35;313981,97;329221,90;232514,95;300960,43;388099,68;299186,97;259649,55;291865,02;338389,89;347714,86;377883,54;386771,29;377060,78;462401,78;367878,36;226740,72;213465,46;289488,84;260479,86;319564,69;374096,45;325966,31;268878,18;395465,42;231919,51;388082,98;408233,57;404579,45;500260,33;399173,62;433231,94;433274,15;435536,18;497510,89;531561,12;462599,36;482206,07;526596,99;522219,41;525675,58;608372,42;542206,45;604514,99;578220,32;523546,84;534247,45;499703,22;545862,86;568498,32;513229,20;464411,92;526487,09;463963,66;451083,05;72339,34;125565,12;116640,41;102126,72;1329858,18;1372185,98;258257,94;154881,92;427821,65;626014,90;1004235,35;899594,63;43495868,12
"421825 Timbó Grande";189,35;2461,69;2419,85;2342,10;568,05;11347,76;10295,77;6217,44;689,87;9525,79;5115,19;2372,17;6145,25;3925,45;4114,11;7882,65;4006,39;7315,59;7017,46;6013,27;2734,69;3962,80;4594,34;-;5274,44;-;-;781,90;-;503,19;-;-;-;-;951,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118768,52
"421830 Três Barras";26532,07;29429,74;41547,35;31710,21;30539,48;35042,14;34321,73;34266,36;33398,76;34111,22;40999,09;39303,59;32390,55;31142,28;33990,44;35999,34;37319,17;37096,44;37369,90;38699,74;35128,56;49232,61;49278,21;35767,85;27606,27;22214,74;22161,90;23128,22;19233,59;34698,43;18426,46;44359,71;19434,21;33436,09;17694,34;8020,73;6142,39;10268,46;34811,10;34730,21;33084,26;30660,45;25726,60;17421,59;25109,77;36124,43;34664,67;30206,55;35573,12;20121,34;37162,17;39714,02;38360,06;43971,61;38313,79;39215,37;18977,66;16753,49;16831,50;257,32;17181,78;19540,36;7128,66;5177,52;7863,52;24113,17;10939,47;17117,78;21442,12;20024,41;21136,02;20188,48;14191,22;10758,81;21830,57;22318,08;21908,33;30598,16;22319,21;24589,74;19396,40;43665,10;42730,93;38877,24;27405,31;23141,64;36384,36;34480,13;54675,43;42102,69;42722,43;51609,10;48972,36;53020,62;64769,79;96477,91;74848,70;85212,06;105259,61;103006,66;93404,92;107854,39;81240,33;79397,09;83052,84;82742,97;78070,59;62228,28;39140,60;41703,58;75382,99;65970,27;77770,82;45021,42;52370,44;56159,63;45482,46;51204,43;46391,08;50778,96;65306,78;59019,69;64915,71;63037,16;64036,23;61684,00;69351,88;78162,02;63425,82;71700,21;79312,81;64683,37;65785,27;62041,67;58448,20;55598,16;66223,81;52452,43;68013,50;67090,89;76346,32;64922,15;60682,86;69500,30;67835,75;66621,04;53967,89;67284,73;67893,93;65355,34;47221,65;84518,34;42744,67;54972,41;52842,97;109774,27;96970,76;75024,61;140043,46;7248540,48
"421840 Treze de Maio";2854,63;16854,60;17425,66;16239,17;20998,34;19203,09;21522,30;18872,72;25479,25;22395,31;21467,24;39161,05;19223,59;19524,69;23014,60;28654,87;19452,27;25969,76;23766,17;26767,24;27114,16;32700,89;25052,01;29115,86;28782,80;27068,01;30873,10;29663,76;25789,95;26360,14;32216,68;22057,55;31159,65;29079,29;27194,83;24333,82;24513,95;31205,51;26755,28;24573,44;28286,73;28930,88;30984,80;27287,96;23521,22;27768,62;26466,33;24448,87;25844,11;32102,95;25400,48;32792,47;28843,21;39006,64;33533,52;32306,64;31895,79;30907,67;34921,74;37644,14;34574,39;41174,32;32192,41;40891,93;29038,62;39153,52;35339,16;34127,24;53358,52;35046,60;38064,38;40763,79;33749,33;33898,11;38309,90;43937,18;66609,44;81512,54;63794,54;57195,59;15755,95;68724,18;50034,97;39590,21;41772,85;55550,12;56340,16;58966,47;49561,26;45118,96;55291,71;45937,37;38800,16;47936,71;59485,97;62832,90;62367,27;58063,45;54079,52;69924,92;62742,64;76041,20;85201,48;91152,21;91668,03;80431,24;97273,97;69454,87;67012,79;78503,35;95172,46;92638,99;101587,64;112305,11;102076,91;105888,11;86121,98;93490,20;102543,01;59453,04;76969,41;75201,53;109351,46;96264,79;82104,99;96001,10;119109,37;102169,17;108109,99;118099,57;81768,18;40867,97;94362,66;87348,53;102131,40;115398,05;95418,59;68085,71;105446,92;158771,94;96299,20;100189,72;110536,96;79571,24;54716,27;110924,70;85154,22;60316,19;79200,57;78599,04;75657,97;121507,12;87573,62;88578,14;104150,48;175959,09;125041,46;100999,05;66619,32;8981553,54
"421850 Treze Tílias";545,73;12353,96;4658,54;7981,48;8923,68;7928,10;9258,78;9204,87;6376,63;7250,46;7572,66;10473,95;5621,43;6249,07;8016,69;6136,99;4253,51;9095,37;10758,43;11200,55;9402,88;9172,72;9852,68;11060,63;9077,90;7179,91;7293,66;6077,08;6586,72;11793,07;11055,57;7888,35;5957,53;6716,05;6878,09;7090,39;7236,13;6494,00;6579,47;4920,88;6358,33;5158,91;4235,52;5705,74;3518,79;4994,55;3037,43;4315,17;4018,81;5014,70;4848,94;2493,38;3266,52;2885,92;2439,80;4613,51;2279,82;2219,06;3036,61;1183,69;1671,23;1879,92;2976,53;1735,41;564,76;3004,23;3570,31;1871,92;1158,37;3508,54;1508,59;1080,59;1635,11;-;-;-;1079,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;415044,62
"421860 Trombudo Central";86659,94;85581,95;90532,97;88640,40;88984,07;87537,83;91190,41;85769,03;89923,40;89061,79;83745,45;95734,26;93538,80;87062,33;96764,24;83897,11;97948,51;92901,45;93113,83;91039,47;88468,37;94089,39;93030,01;93376,46;93813,41;83411,47;94204,35;89855,63;92691,00;94317,48;95762,06;93553,49;90839,65;94804,24;92469,41;93922,08;93605,89;85452,19;93498,27;91867,25;95168,35;90973,17;96360,15;95350,54;93867,99;103072,69;96065,31;88999,85;103452,97;89874,78;99218,78;94935,08;92931,27;100814,59;98992,13;97578,26;93474,27;97486,29;95279,03;95816,12;97942,90;88319,69;99169,81;96801,18;98947,52;99282,81;102867,06;96313,55;96361,45;98474,79;97489,04;97218,44;95508,43;91708,27;105349,73;102339,00;110813,81;107665,31;108087,82;108692,87;103937,70;109242,04;100789,15;102094,35;96506,26;84006,24;99600,44;91520,41;97483,98;101358,18;107201,95;108488,66;111051,04;109113,20;107499,02;113537,52;108467,11;103741,73;115810,00;102864,94;92318,64;91388,14;92613,67;95778,52;91539,11;93194,62;91540,81;99690,85;91812,29;83203,85;96242,90;96346,99;100143,96;101433,93;100165,45;99688,58;100891,88;97685,29;94914,63;95014,63;95593,10;86993,81;94271,54;91062,59;93498,20;97756,81;109159,24;99836,06;97925,24;97519,31;88831,60;89767,42;85976,92;76172,90;88794,98;86559,61;97153,06;98497,23;101402,01;101022,26;100106,49;91442,02;94026,18;86266,61;105709,69;95326,42;107537,78;99385,19;100646,02;103464,50;110233,97;105951,91;106531,61;116542,47;111968,48;112275,33;111205,99;99380,27;111156,73;15388598,65
"421870 Tubarão";690308,58;1470597,16;1241345,53;1605333,01;1270294,58;1479438,50;1400653,69;1454796,43;1444836,66;1450108,90;1187909,98;1908471,88;1509072,56;1580521,22;1611161,72;1558306,32;1645332,95;1373118,10;1771545,05;1725687,20;1425934,99;1652558,29;1682068,92;1380127,40;1388061,09;1243270,86;2309638,65;1476955,58;1489869,10;1404510,29;1646454,82;1422029,01;1175902,28;1969155,71;1443273,39;1945549,76;1622879,05;1609267,21;1780790,87;1350224,66;1856629,33;1642678,64;1908639,54;1615719,01;1514395,46;2938483,85;1715436,12;1417638,37;1582457,97;1368257,78;1599014,01;1651795,18;1795505,51;1691148,81;1543617,70;2379287,84;1588730,98;1604898,05;1364573,63;1567941,33;2004391,29;1426173,02;1523202,25;2444972,27;1960558,30;2053842,26;2801928,87;1994079,03;1981188,91;2598176,85;2210137,02;2319733,01;2580401,42;2399641,08;2300949,29;1948129,56;3102736,86;2193455,53;2825727,74;2171217,67;2414049,29;2660180,80;2020177,78;2658902,87;2297320,34;2066049,31;1957756,17;1974644,35;2217734,71;2653361,19;3063629,51;3238236,45;2551826,75;2742693,48;2325370,00;3022464,23;2317659,59;2372156,78;2132551,10;2366139,09;2509500,62;2910774,74;2978760,88;2651887,35;2661548,11;2353661,46;2658928,36;2458627,75;2612942,90;2249980,11;2395274,91;2580182,82;2781040,99;2551672,07;2795536,58;2942457,42;2519215,02;2406806,72;2080411,97;2231518,18;2572800,76;2404356,23;3038870,39;3184276,94;2827134,28;2420605,53;2125642,59;3300075,25;2582551,59;3052408,90;2592017,32;2271641,58;3181951,40;2920481,55;2489065,84;2758009,42;2803698,48;2949872,74;3158341,54;3206856,76;2761500,61;3316630,95;3009739,50;3213506,24;2842405,23;2810820,00;2342296,27;2343812,56;2717136,46;2320832,86;2597218,25;2589136,21;2960258,34;3212308,06;2584905,80;3038462,00;3282584,44;3159718,44;2759803,82;350072221,17
"421875 Tunápolis";20863,16;20277,85;28294,00;24411,35;29307,10;23583,96;31504,39;28744,51;24259,57;22234,32;27320,53;25594,67;16481,31;25936,23;29179,22;18535,81;29745,46;32001,88;21596,32;40258,66;31764,81;42270,44;36895,55;32312,76;29520,88;26129,72;35648,38;38083,39;32388,75;33170,62;36005,36;37290,23;36694,59;34954,21;34033,67;50746,03;35499,08;38852,23;34556,43;34251,42;33262,17;48156,53;35878,82;35738,86;29391,11;39959,39;38097,13;43609,04;30577,71;43534,21;24273,78;41485,27;31569,35;39852,05;40070,22;34348,05;30325,33;37641,78;25156,85;39154,84;32886,01;40284,61;41503,71;36340,67;25844,71;30527,47;37617,48;32144,64;24104,06;37859,14;29962,34;34642,08;29761,51;37035,13;20920,51;25467,95;33420,88;48939,61;25653,48;48979,88;25243,65;42782,99;38187,37;43722,46;30987,60;25733,55;22377,84;41391,69;28243,28;37183,17;35391,70;30129,58;39963,00;32332,91;33423,01;36655,48;24706,61;9536,45;28477,46;42831,07;33080,61;46622,94;30736,71;30282,65;32171,77;27385,67;28387,82;33005,54;30676,40;24479,85;36978,23;35611,96;26093,91;40139,57;42930,98;49779,11;42530,70;40364,34;48771,97;53786,42;45978,65;26456,15;36241,07;42769,31;35832,17;38492,57;35185,86;41703,93;40180,34;36755,01;36378,24;30893,09;35809,84;25592,84;24231,64;38475,70;28215,03;44659,94;48216,73;32773,52;42038,43;40784,30;36122,71;33674,35;48448,23;30450,06;43810,55;41214,05;36513,43;33584,53;45465,51;37103,87;14558,54;74272,71;53742,55;40201,77;42585,55;40862,30;43156,40;5513726,70
"421880 Turvo";13295,51;19753,81;18870,68;25666,40;23638,81;19516,06;27179,96;24982,22;19205,05;25911,23;24929,23;31634,24;26142,92;27279,81;24079,82;28277,49;27126,61;23947,75;26298,20;20700,23;36534,63;26562,67;28692,18;31496,92;20362,68;23098,16;22472,49;27505,12;24649,46;25369,01;23246,00;27815,30;28079,79;28847,04;20440,39;21819,70;25134,94;23344,46;26979,61;30129,16;28456,29;20535,27;27822,96;24983,69;31996,71;28253,24;28315,33;28680,16;23795,71;23561,98;29847,20;25941,95;28956,82;22217,82;23207,76;23127,06;22642,97;25908,92;21371,51;25198,05;21689,86;23809,39;17469,40;25032,32;29012,13;17874,90;25601,21;25676,61;20065,78;27742,28;24796,84;29302,92;23943,59;16128,85;18205,06;25482,53;31273,13;28723,85;41674,14;36138,05;38507,28;34400,80;24804,15;18953,32;12583,43;12662,33;20645,52;21514,50;19717,90;20928,73;25917,94;18471,01;30770,65;18780,90;18757,78;20598,57;19770,51;11658,69;-;14525,94;21660,67;20156,53;13695,09;18694,29;19470,78;23236,61;13447,82;22781,08;16979,82;7640,12;16524,02;22674,86;10514,30;14599,22;24794,42;24152,91;19107,71;8240,34;14369,85;18797,56;18273,46;14464,14;11011,55;12307,96;10580,00;24817,60;51852,05;48520,16;21230,73;14858,43;17657,35;17612,41;11231,52;4400,30;6237,17;582,42;865,91;9709,89;26952,15;18486,82;18385,70;14533,19;42852,48;37933,10;19393,30;23827,01;10078,65;12624,61;7861,06;9464,40;9446,48;31907,53;26429,81;19736,33;8812,03;35782,12;20678,36;25889,38;32412,77;3530688,26
"421890 Urubici";10042,43;16904,50;11951,39;16525,80;15712,54;15413,35;14878,47;15818,69;14101,69;14149,96;16706,39;19249,01;18551,09;14108,62;15643,52;16510,08;17720,86;12025,43;19578,94;19146,47;18515,00;17135,85;17552,91;16559,07;20386,23;17370,50;16694,90;16705,05;17944,15;15607,31;15441,06;14438,58;14647,76;15866,60;15502,54;12524,60;13707,74;14244,74;12709,73;15334,07;13392,92;13251,88;13072,46;15411,53;17868,99;13347,77;13245,60;12333,45;12817,43;11392,63;15131,96;14385,41;17015,39;14215,38;30497,42;12193,43;15343,60;16165,71;12860,06;15526,23;15541,14;12757,87;17063,32;14985,94;18340,26;18228,22;18779,94;15009,53;19515,55;15768,89;15236,51;15886,62;11988,25;17059,28;14433,04;12764,90;14624,79;16901,13;9733,53;15325,74;13227,44;15624,15;13392,61;7841,58;12272,21;12828,79;13134,79;15776,21;10840,89;10300,97;9016,66;15530,17;9951,00;9076,96;11373,90;8366,96;3665,48;10698,42;11966,97;11758,55;7753,66;8724,51;12517,75;14474,45;10475,31;13744,28;10381,48;6678,42;15472,54;15482,00;6161,92;4549,32;5222,33;5098,56;9346,50;9361,42;8556,82;2768,90;9240,44;4048,01;5690,86;10665,54;4042,62;10503,35;14603,81;7475,58;11231,26;11616,61;11711,79;7330,05;2756,92;9988,86;7061,22;4809,39;1976,79;12422,79;6969,03;5335,60;9574,11;9470,01;22783,20;11312,69;12345,28;8144,31;11445,73;9401,80;11413,20;13588,87;9188,76;16752,50;3508,96;11138,09;11014,66;11279,08;20941,05;9059,63;6744,68;10717,79;37245,40;2063006,52
"421900 Urussanga";47726,26;51322,34;58891,33;62138,25;61915,29;55707,28;62639,27;63909,77;64575,94;66309,58;-;-;63045,04;82459,79;67201,74;80608,01;85271,19;86434,72;85036,02;102963,08;84558,16;93299,33;84206,91;77129,14;103805,29;52523,02;134336,64;89634,00;67691,10;78760,26;98054,15;103119,77;100292,76;89988,93;77684,42;86906,45;80387,44;86947,40;84091,60;98319,64;95125,76;80712,18;93887,19;58232,88;121970,71;97651,45;105285,67;80158,62;60516,69;65057,28;142607,72;82072,96;90093,61;109769,50;101495,05;88688,20;115462,40;78637,90;84193,11;96246,79;59031,12;108182,14;78178,96;103877,97;93438,99;94702,13;117813,36;179550,65;151908,79;149981,28;210449,82;153135,06;167562,15;172787,16;239017,77;180483,74;218111,53;178560,34;205764,14;214242,58;215665,05;242617,37;170022,51;150695,24;128070,63;135178,34;124919,27;150871,55;162995,99;174520,47;184195,44;183679,83;162339,61;179896,64;231286,14;144445,85;137670,09;127537,48;156550,99;162074,96;178837,45;182969,71;97915,89;110056,72;124063,64;173042,73;124034,34;125676,65;88994,51;98140,45;108243,24;104111,33;124304,21;142148,81;150922,49;151813,73;140144,21;148670,42;144910,04;142554,99;76736,77;120947,70;64022,02;109142,07;82895,47;149618,23;142424,91;146475,06;119976,38;121032,73;134717,84;105162,04;62671,49;88395,38;66694,07;60348,69;80070,60;89554,77;94841,13;90457,57;85053,81;69991,62;33354,56;32635,14;30814,34;75085,31;65082,35;37000,18;47096,12;51198,46;68404,92;55401,67;51902,25;58356,66;72473,02;89544,09;65756,33;58301,62;95761,25;17080724,29
"421910 Vargeão";9981,89;12270,83;15830,29;12794,44;12452,40;13026,68;18200,39;11975,78;13223,09;13746,71;8667,24;20446,36;15509,89;21760,75;18115,21;19167,19;17832,75;14625,41;19656,00;23069,24;22917,88;25778,98;21723,06;11819,03;23709,83;21112,95;24292,68;27632,09;20456,42;22648,46;21677,84;20926,12;24442,43;26184,77;21791,69;20294,24;17412,18;18409,72;21602,15;21027,02;16740,97;14137,32;23505,55;10434,47;16118,90;14523,10;18204,15;17204,91;14370,05;14014,97;14428,75;16559,61;17298,36;17967,62;25265,43;14966,31;11112,25;25247,84;11971,30;13894,77;23080,74;18796,14;16429,57;11416,07;16466,75;16299,87;16533,08;12997,30;13340,87;15282,30;14070,26;12290,50;11884,11;13149,10;15432,37;18429,58;16849,64;8290,58;21053,70;25101,86;25343,57;12661,25;14808,75;10653,48;11636,93;14698,53;10825,25;12207,38;13325,31;14274,01;21709,58;18141,82;13035,57;13578,68;11613,18;9757,96;14771,49;12890,94;14308,77;10833,53;13854,12;13647,82;16068,15;20769,51;15022,82;10408,65;13626,92;5402,50;9390,14;5833,28;17460,85;13053,20;18299,97;19933,62;14357,76;13717,67;14783,11;7402,31;11400,99;4967,30;9256,59;7556,85;15739,85;17229,54;7274,39;9870,93;20452,91;15366,74;7557,05;13030,03;9646,02;8696,22;8052,28;11304,40;15977,98;9260,17;21569,93;10019,71;21849,27;10449,89;22722,99;16758,01;22253,37;10175,17;18874,92;18396,94;13454,87;3465,75;10215,07;9712,92;13900,42;6046,50;12995,26;15548,65;15908,20;7211,18;7795,79;2007,51;4180,12;2415634,16
"421920 Vidal Ramos";6543,31;4850,43;7375,29;7390,28;7892,55;11514,22;8860,17;6751,86;6703,51;8020,03;6731,23;7198,59;6899,15;9972,67;12631,18;7850,14;11963,81;11642,78;12132,14;10225,51;13671,54;11664,02;11849,30;10719,55;8310,52;8710,01;9977,92;8345,28;5414,57;8421,28;7285,59;6832,31;4177,85;5923,97;8121,93;5792,28;4861,37;5052,63;8049,30;5561,10;7565,41;8754,67;8670,30;6516,87;4731,97;4740,64;6018,58;438,33;5351,36;4696,43;5328,58;1368,69;5426,63;5054,44;6518,57;2196,06;-;-;-;-;-;-;3013,30;3000,51;1371,28;2860,28;4323,44;4455,60;4525,58;2585,24;4323,03;4269,18;1780,17;2342,00;2362,52;2139,78;3731,88;1357,77;4227,49;2309,13;5139,17;2250,75;5378,00;3652,12;2862,48;3664,93;4666,16;2713,25;4769,63;9081,72;6167,46;3597,49;3814,15;10563,21;11739,89;4105,94;4678,95;6032,56;9158,89;3410,52;4781,18;8743,36;8268,44;5473,67;8354,71;4987,24;2866,23;1992,88;4064,04;6080,40;8845,90;5512,40;6761,99;7395,55;5463,42;3665,28;1918,06;6723,16;6019,34;5469,55;3146,49;4770,21;3122,53;2442,68;3965,66;6098,90;8883,00;4838,60;3795,64;6209,51;6097,35;6954,34;3310,79;2947,85;5666,14;3324,01;3278,67;10156,64;1878,73;7433,86;6146,55;622,42;479,19;-;-;-;2461,33;7909,21;3321,28;1651,30;2332,86;1883,60;1795,26;606,42;2453,38;3601,22;1961,36;1168,80;614,42;828411,15
"421930 Videira";153701,44;129176,12;103566,27;149574,85;176460,13;232736,86;247443,63;152857,30;168801,31;211410,30;150709,62;103216,74;331320,61;145332,52;204195,46;164972,49;179829,26;250504,89;292358,10;173282,20;243280,81;276478,81;177480,30;294638,37;223472,92;174300,19;212697,27;206396,63;302945,42;202496,38;245718,29;183572,51;227115,86;247285,15;195325,84;250989,11;123265,59;226735,85;286070,39;289481,48;268153,24;216661,30;282248,30;302490,23;333743,20;393176,37;243117,10;310712,13;266670,05;219969,11;161504,94;299001,32;280091,05;257888,75;363208,61;292313,88;254445,17;249920,85;329754,67;304918,25;308926,42;321590,58;338664,58;404752,50;355021,33;336402,84;343761,39;389649,14;307168,04;234495,64;229664,07;196630,28;353706,26;311768,34;346799,61;295222,24;330182,94;301672,03;332674,69;324276,84;250550,44;242335,28;257923,33;221819,29;272554,98;238607,52;277298,72;302313,00;286456,39;177625,01;352880,16;331443,03;295517,99;298006,22;268817,03;181953,11;280908,97;159776,50;237728,92;355251,78;343844,40;288040,61;371895,20;393227,54;437176,35;429793,06;377554,32;348045,73;287414,38;303303,45;364699,57;381953,84;358721,22;440158,77;407843,25;342727,10;386620,27;273013,30;285847,36;389498,47;302038,88;259498,49;434362,07;346762,21;453481,97;589345,32;439685,20;612130,08;460578,92;468120,03;461449,06;510520,17;480479,69;341650,54;404760,96;366703,61;501550,83;561071,09;541144,03;493880,29;471630,98;593427,66;434164,51;342500,38;459742,20;435153,35;339077,58;283678,52;375775,33;472054,72;458832,12;458108,21;421464,81;399095,56;466844,54;774127,78;598590,96;622212,29;373280,27;50614336,62
"421935 Vitor Meireles";11702,43;10884,32;12720,95;12483,74;11995,93;10364,53;15692,90;13476,68;13096,55;12238,71;12975,89;12752,97;14802,16;9491,35;7807,03;9632,93;12614,19;12379,01;14489,62;15954,70;16764,86;14018,99;9858,30;9972,08;12424,85;7902,73;12656,24;18238,01;11031,71;15505,34;11181,15;12298,17;12600,22;10406,14;11301,26;12906,32;13148,41;12008,93;10395,42;11634,24;7571,54;10516,01;18174,19;10412,35;9875,84;12451,66;5689,00;5973,06;5403,77;6284,54;6539,62;4643,79;13041,99;9163,74;10466,01;9158,62;7457,59;11229,25;9622,94;2433,90;9029,60;5639,99;13590,24;14241,26;12373,18;14686,72;12066,64;14117,14;12152,80;12514,36;11724,56;11894,25;11583,15;10950,04;11952,63;10688,55;11587,86;12102,87;10527,59;11796,68;13811,64;11960,23;11062,98;10338,97;10043,41;10569,95;10466,47;7370,43;10152,63;11473,44;7156,89;11117,99;9768,80;8984,13;9140,40;9792,80;6358,91;2306,45;4073,92;4792,59;1321,88;8166,97;4061,23;10065,17;10047,03;3985,92;2997,93;2952,10;606,42;1835,26;3979,96;7085,69;17841,93;11873,74;11314,69;9896,75;12159,99;11197,43;12429,97;10552,34;9202,75;10865,25;8768,77;7454,56;6499,98;6870,94;7571,21;8528,18;8952,60;10156,40;6381,76;3780,59;3283,83;10146,72;9365,82;6983,34;6081,71;7974,43;8134,52;5060,74;8066,89;7423,28;6381,96;11149,44;2726,49;3248,96;4001,98;3942,42;2781,45;4666,98;3627,02;6759,86;3400,75;3554,41;4308,79;5574,84;3274,78;3933,26;3768,25;1484910,82
